,content,fact
4280,설탕세 도입 법안의 목적은 세원확충이다라는 온라인 커뮤니티 회원들의 주장.,대체로 사실 아님
4281,저학력 저소득층이 언론 때문에 국민의힘 지지를 많이 한다,대체로 사실
4282,저학력 저소득층이 국민의힘 지지를 많이 한다,대체로 사실 아님
4283,경찰대 출신이 총경급 이상 고위직 60 차지한다,대체로 사실 아님
4284,코로나19 백신 접종 후 사망률 독감 백신보다 80배 높다는 언론 보도.,전혀 사실 아님
4285,더불어민주당 홍익표 의원의 지금까지 누가 부동산 투기를 조장해왔고 방조했는지 엄격하게 봐주길 바란다 발언.,대체로 사실 아님
4286,공백,공백
4287,전세 사기 주말에 자주 일어난다,절반의 사실
4288,공백,공백
4289,해당 글에 따르면 지금 간호사 친구들이 백신 맞기 전 삼겹살을 먹으면 안 아프다더라는 루머를 퍼트리고 있다면서 백신 맞기 전에 그 병동 사람들만 삼겹살을 먹었는데 아무도 열이 나지 않고 아프지도 않았다고 주장했다..해당 게시물은 18일 2만명 가까운 이들에게 리트윗되고 8천명 이상의 좋아요를 받는 등 많은 공감을 얻고 있다..실제로 한 매체에서도 서울 대학병원 간호사와의 인터뷰를 통해 간호사들 사이에서는 한 병동 사람들만 백신을 맞기 전에 삼겹살을 먹었는데 아무도 열이 안 나고 안 아팠다는 소문이 있다고 보도하기도 했다..과연 그럴까.,대체로 사실 아님
4290,오세훈 서울시장 되면 TBS 예산 지원 중단할 수 있다.,대체로 사실 아님
4291,의사의 음주 의료행위를 현행법으로 형사 처벌할 수 있다는 언론사 자체 문제제기.,전혀 사실 아님
4292,다스는 이명박 전 대통령 소유 아니다라는 국민의힘 조해진 의원의 주장.,판단 유보
4293,거주불명등록자에게 4.7 재보선 투표권을 부여하는 것은 부정선거 소지 있다는 온라인 커뮤니티 내 주장.,전혀 사실 아님
4294,현재 온라인을 중심으로 떠도는 의혹의 요지는 문재인 대통령이 효과 없고 불안전한 아스트라제네카AZ 백신을 접종한다고 해 놓고 화이자 백신으로 바꿔치기했다는 것이다. 그 근거로 제시된 핵심 논거는 백신을 추출한 후 주사기 뚜껑을 다시 덮었다는 것이다. 대한예방의학회 코로나19 대책위원장인 기모란 국립암센터 대학원 교수의 인터뷰 내용에 근거해 이를 확인해봤다..,대체로 사실 아님
4295,정세균 총리를 비롯해 여권이 한국의 재정건정이 경제협력개발기구OECD 국가들과 비교해 양호한 수준이라는 주장..,대체로 사실 아님
4296,청년 세대 IMF 때보다 취업 힘들다.,대체로 사실
4297,양배추오이 먹으면 코로나19 사망률 낮출 수 있다는 국내외 언론 보도와 SNS.,대체로 사실 아님
4298,흡연하는 어린이집 보육교사 해고할 수 있다.,대체로 사실 아님
4299,공동주택 공시가격이 상승한 데 따라 건강보험료가 오를지에 대한 언론사 자체 문제 제기.,절반의 사실
4300, .부동산 투기에 무기징역의 철퇴를 내릴 수 있도록 한 법안이 국회 본회의 문턱을 넘었다. 심상정 정의당 의원이 대표 발의한 공공주택 특별법 개정안이다. 법정 형량을 높여 투기할 엄두조차 내지 못하게 만들겠다는 취지다. 과연 형량을 높이면 범죄는 줄어들까.,절반의 사실
4301,심각한 기저 질환이 있는 경우 백신 접종 대상에서 제외된다는 내용의 사실 여부.,전혀 사실 아님
4302,공백,공백
4303,땅투기처벌강화법에 LH직원 소급처벌 조문 가능했다는 주장.,전혀 사실 아님
4304,정부가 대학에 결혼출산 장려 과목 만들라는 지침을 내렸다는 SNS 이용자의 주장.,전혀 사실 아님
4305,서울시장 보궐선거를 앞두고 야권 단일화 TV토론이 열린 가운데 안철수 국민의당 후보가 오세훈 후보가 서울교통공사를 창동 차량기지로 옮기겠다는 공약을 내세웠다라고 주장.이에 대해 오 후보는 다른 분 공약이랑 헷갈린 것 같다라며 아니다라고 반박..,사실
4306, .더불어민주당이 4.7 재보궐선거 유세 과정 중 중국인 유권자영주권자의 투표를 독려하며 지지를 호소함. 이에 일부 온라인 커뮤니티에서는 문재인 정부가 투표권을 준 것이라는 주장이 제기됨. 이같은 주장이 사실인지 검증코자 함..,전혀 사실 아님
4307,유튜브와 SNS를 통해 확산하고 있는 경기도 부천시가 안면인식 CCTV를 도입해 중국식 감시사회가 온다라는 주장.,전혀 사실 아님
4308,아스트라제네카가 국내 언론을 상대로 수천억 원 규모의 손해배상을 준비 중이라는 주장의 진위여부.,전혀 사실 아님
4309,중국의 최대 포털사이트 바이두Baidu가 자사의 백과사전 서비스에 삼계탕은 중국 광둥식 국물요리가 한국에 전해진 것이라는 내용을 게시했다. 바이두는 삼계탕을 중국 광둥요리 가정식으로 분류 중이다..,전혀 사실 아님
4310,한국인의 문장해석 능력이 OECD 국 중 최하위인지.,대체로 사실 아님
4311,이수봉 후보 오세훈 후보 범야권 단일후보 소개는 선거법 위반.범야권 단일후보 국민의힘 오세훈 후보입니다.오세훈 국민의힘 서울시장 후보는 3월 30일 중앙선거관리위원회 초청 보궐선거 후보자 토론회 모두 발언에서 자신을 범야권 단일후보라고 소개했다. 이에 이수봉 민생당 후보는 범야권 단일후보라고 말했는데 선거법 위반이라면서 오 후보 말고도 야권에서 후보가 10명이 더 있다라고 말했다.과연 오 후보가 토론회에서 범야권 단일후보라고 말한 것은 선거법 위반일까.,대체로 사실 아님
4312,한반도 인권과 통일을 위한 변호사 모임한변의 박영선 서울시장 후보의 10만 원 재난위로금 지급 공약은 공직선거법 위반이다는 내용.,대체로 사실 아님
4313,청와대 국민청원 게시판에 올라온 청원글의 한국 법 상 부모님 중 한 분이 한국인이어야 자식도 국적을 받을 수 있다는 주장.,사실
4314, .청와대 국민청원 게시판에 올라온 청원글의 종교를 기독교로 바꿔 교회를 다니면 국적을 준다고 했다는 주장.,전혀 사실 아님
4315,온라인 커뮤니티 및 기사 댓글의 한국과 달리 중국과 일본에서는 외국인 참정권을 인정하지 않는다는 주장.,사실
4316,침수 중고차 모르고 사면 전액 환불 가능하다,대체로 사실
4317,한국의 백신접종이 인구 대비 4위가 맞는지 여부. .검증방법.박 캠프 관계자 확인 요청 및 근거 기사 자료 검토. .검증내용. .한국의 인구대비 백신 접종률이 세계 4위라는 박 후보 주장의 근거는 뭘까. 박 후보 캠프에 확인을 요청하자 캠프 관계자는 지난 12일 한 온라인 매체가 보도한 백신 접종 보름 0.97한국 초기 속도 영국만큼 빠르다는 기사 링크를 제시했다. 해당 기사는 아워 월드 인 데이터를 통해 세계 각국이 백신 접종을 시작한 뒤 13일째 되는 시점의 인구 100명당 백신 접종자를 따졌다. 접종 시작 시점이 다르기 때문에 비교 시점도 차이가 크다. 영국은 지난해 12월 20일 미국캐나다는 12월 26일 이스라엘은 12월 31일 한국은 올 3월 10일 시점의 접종률을 계산했다. 그 결과 한국의 백신 접종 속도는 100명당 0.97명으로 이스라엘 11.53명 덴마크 1.96명 영국 0.99명 다음 4위를 기록했다는 것이다.,절반의 사실
4318,이스라엘이 한국 백신 면역 배웠다는 박영선 서울시장 후보의 발언.,전혀 사실 아님
4319,원전지지단체들의 박원순 전임시장이 성범죄로 유고한 후 원전하나줄이기 홈페이지도 사라졌고 조직도 사라졌다는 주장.,전혀 사실 아님
4320,고위공직자들의 부동산 재산공개 내역이 엄격하게 진행되고 있다는 주장.,전혀 사실 아님
4321,공백,공백
4322,문재인 정부의 전국민고용보험 추진이 기금 고갈 및 유리지갑 직장인들의 고용보험료 인상으로 이어질지.,판단 유보
4323,도림천 같은 지천에는 수위 예측 시스템이 없다,전혀 사실 아님
4324,이호승 청와대 정책실장이 4월 1일 춘추관 브리핑 질의응답 과정에서 발언한 내용 중 주택아파트 매매가격 상승률이 떨어지고 있다는 주장의 사실관계.,절반의 사실
4325,배달 앱에서 개고기 판매업체를 입점 취소시킨 것이 법적으로 문제가 되는지.,대체로 사실 아님
4326,성인 실종은 가출로 분류된다,대체로 사실 아님
4327,휴대폰 충전하면서 통화하면 감전사할 수 있다,대체로 사실
4328,최근 몇 년 사이 외국인의 부동산 취득이 늘었다. 그 원인이 외국인에 대한 부동산 규제가 느슨하기 때문이라는 지적이 나오고 있는 반면 이들에 대한 규제가 내국인과 다르지 않다는 이야기도 나온다. 이에 외국인들이 현행 제도의 사각지대를 이용하고 있다는 의견이 제시되고 있는 가운데 부동산 규제가 정말 외국인에겐 느슨한지 확인 해 본다..,절반의 사실
4329,최근 실손보험료가 크게 인상되었다.보험사들은 손해가 너무 커 어쩔 수 없다고 주장하는 반면 가입자들은 높은 인상률이 부담스럽다는 입장이다. 실손보험료 인상 원인을 놓고도 다양한 주장과 의견이 오가고 있다. 이에 보험료 인상의 원인을 알아보고 기존의 보험 유지와 새로운 보험 가입 중 어떤 것이 가입자들에게 이득이 될 지 확인해본다..,절반의 사실
4330,최근 한 초등학교 교사가 부동산 투자 관련 온라인 강의에 나선 것을 두고 울산시교육청이 경찰에 수사를 의뢰하면서 논란이 일고 있다. 울산시교육청은 공무원으로서 겸직 허가를 받지 않았다고 지적하고 있는 반면 해당 초등학교 교사는 재능기부 차원에서 무료로 강의한 것이라는 입장이다. 이에 공무원 겸직 허용 범위 및 적절성 여부 등을 놓고 다양한 주장과 의견이 오가고 있는 가운데 재능기부 차원의 공무원 겸직이 규정상 문제되지 않는지 확인해본다..,전혀 사실 아님
4331,여론조사 때 6070대 구분 않으면  지지율 높아진다,대체로 사실 아님
4332,미국 인도에 이어 EU까지 자국민 우선 접종을 위해 코로나 백신 반출 물량을 조절하고 나서면서 국내 백신 물량 확보에 빨간불이 켜졌다. 백신 수출 제한을 검토하고 있지 않다던 정부는 가능한 대안을 모두 검토하고 있다며 1주일 만에 입장을 바꿨다. 과연 해외 기업 국내에서 위탁 생산하는 백신의 수출을 막는 건 가능한 조치일까.,절반의 사실
4333,일본 교과서에 독도는 일본 땅이라는 내용 있어야 검정 통과할 수 있다는 조법종 우석대학교 역사교육과 교수의 발언.,사실
4334,공백,공백
4335,매각 대상 국유재산 강남 건물 6곳 유휴저활용 재산이다,판단 유보
4336,비주택담보대출 LTV 규제 신설 LH 사태 때문이다는 온라인 커뮤니티 게시글.,대체로 사실 아님
4337,비주택담보대출 LTV 규제 신설시 상가오피스텔 사기 어려워진다는 온라인 커뮤니티 게시글.,절반의 사실
4338,전 세계에서 포장용으로 사용되고 있는 한국 신문지의 유통 과정.,사실
4339,일부 체육시설 어린이보호차량 안전 규제 없다.,전혀 사실 아님
4340,백신 순서 왔는데 안 맞고 코로나 확진 받으면 치료비를 자가부담해야 한다는 온라인상 주장.,전혀 사실 아님
4341,면허 없어도 전동킥보드 탈 수 있다.,절반의 사실
4342,얀센 백신의 코로나19 예방 효과.,절반의 사실
4343,매경조선 서울시가 시민단체에 5년간 7천억 원 지원했다.,전혀 사실 아님
4344,불이 번졌을 시 최초 화재 원인이 된 가게가 물어내야한다.,대체로 사실
